score_id,country,date,cluster,subcluster,score_name,score_value
China-2025-04-28-escalation-intensity_subscore,China,2025-04-28,escalation,all,intensity_subscore,52.900000000000006
China-2025-04-28-tension-protest_subscore,China,2025-04-28,tension,na,protest_subscore,48.8
China-2025-04-28-tension-crisis_subscore,China,2025-04-28,tension,na,crisis_subscore,54.3
China-2025-04-28-tension-negativity_subscore,China,2025-04-28,tension,na,negativity_subscore,53.6
China-2025-04-29-escalation-internal_dynamics_subscore,China,2025-04-29,escalation,internal,internal_dynamics_subscore,48.46666666666667
China-2025-04-29-escalation-external_dynamics_subscore,China,2025-04-29,escalation,external,external_dynamics_subscore,60.9
China-2025-04-29-escalation-peak_subscore,China,2025-04-29,escalation,all,peak_subscore,62.3
China-2025-04-29-escalation-intensity_subscore,China,2025-04-29,escalation,all,intensity_subscore,54.68333333333334
China-2025-04-29-tension-protest_subscore,China,2025-04-29,tension,na,protest_subscore,54.1
China-2025-04-29-tension-crisis_subscore,China,2025-04-29,tension,na,crisis_subscore,56.7
China-2025-04-29-tension-negativity_subscore,China,2025-04-29,tension,na,negativity_subscore,52.8
China-2025-04-30-escalation-internal_dynamics_subscore,China,2025-04-30,escalation,internal,internal_dynamics_subscore,49.06666666666666
China-2025-04-30-escalation-external_dynamics_subscore,China,2025-04-30,escalation,external,external_dynamics_subscore,59.6
China-2025-04-30-escalation-peak_subscore,China,2025-04-30,escalation,all,peak_subscore,60.7
China-2025-04-30-escalation-intensity_subscore,China,2025-04-30,escalation,all,intensity_subscore,54.33333333333333
China-2025-04-30-tension-protest_subscore,China,2025-04-30,tension,na,protest_subscore,53.5
China-2025-04-30-tension-crisis_subscore,China,2025-04-30,tension,na,crisis_subscore,59.0
China-2025-04-30-tension-negativity_subscore,China,2025-04-30,tension,na,negativity_subscore,56.6
China-2025-05-01-escalation-internal_dynamics_subscore,China,2025-05-01,escalation,internal,internal_dynamics_subscore,50.3
China-2025-05-01-escalation-external_dynamics_subscore,China,2025-05-01,escalation,external,external_dynamics_subscore,60.333333333333336
China-2025-05-01-escalation-peak_subscore,China,2025-05-01,escalation,all,peak_subscore,62.7
China-2025-05-01-escalation-intensity_subscore,China,2025-05-01,escalation,all,intensity_subscore,55.31666666666666
China-2025-05-01-tension-protest_subscore,China,2025-05-01,tension,na,protest_subscore,55.6
China-2025-05-01-tension-crisis_subscore,China,2025-05-01,tension,na,crisis_subscore,60.9
China-2025-05-01-tension-negativity_subscore,China,2025-05-01,tension,na,negativity_subscore,56.0
China-2025-05-02-escalation-internal_dynamics_subscore,China,2025-05-02,escalation,internal,internal_dynamics_subscore,49.5
China-2025-05-02-escalation-external_dynamics_subscore,China,2025-05-02,escalation,external,external_dynamics_subscore,59.733333333333334
China-2025-05-02-escalation-peak_subscore,China,2025-05-02,escalation,all,peak_subscore,61.4
China-2025-05-02-escalation-intensity_subscore,China,2025-05-02,escalation,all,intensity_subscore,54.61666666666667
China-2025-05-02-tension-protest_subscore,China,2025-05-02,tension,na,protest_subscore,52.8
China-2025-05-02-tension-crisis_subscore,China,2025-05-02,tension,na,crisis_subscore,61.6
China-2025-05-02-tension-negativity_subscore,China,2025-05-02,tension,na,negativity_subscore,54.2
China-2025-05-03-escalation-internal_dynamics_subscore,China,2025-05-03,escalation,internal,internal_dynamics_subscore,48.06666666666667
China-2025-05-03-escalation-external_dynamics_subscore,China,2025-05-03,escalation,external,external_dynamics_subscore,57.300000000000004
China-2025-05-03-escalation-peak_subscore,China,2025-05-03,escalation,all,peak_subscore,58.0
China-2025-05-03-escalation-intensity_subscore,China,2025-05-03,escalation,all,intensity_subscore,52.68333333333334
China-2025-05-03-tension-protest_subscore,China,2025-05-03,tension,na,protest_subscore,50.9
China-2025-05-03-tension-crisis_subscore,China,2025-05-03,tension,na,crisis_subscore,57.8
China-2025-05-03-tension-negativity_subscore,China,2025-05-03,tension,na,negativity_subscore,54.4
China-2025-05-04-escalation-internal_dynamics_subscore,China,2025-05-04,escalation,internal,internal_dynamics_subscore,46.9
China-2025-05-04-escalation-external_dynamics_subscore,China,2025-05-04,escalation,external,external_dynamics_subscore,58.699999999999996
China-2025-05-04-escalation-peak_subscore,China,2025-05-04,escalation,all,peak_subscore,61.8
China-2025-05-04-escalation-intensity_subscore,China,2025-05-04,escalation,all,intensity_subscore,52.8
China-2025-05-04-tension-protest_subscore,China,2025-05-04,tension,na,protest_subscore,51.6
China-2025-05-04-tension-crisis_subscore,China,2025-05-04,tension,na,crisis_subscore,57.4
China-2025-05-04-tension-negativity_subscore,China,2025-05-04,tension,na,negativity_subscore,56.3
China-2025-05-05-escalation-internal_dynamics_subscore,China,2025-05-05,escalation,internal,internal_dynamics_subscore,48.53333333333333
China-2025-05-05-escalation-external_dynamics_subscore,China,2025-05-05,escalation,external,external_dynamics_subscore,59.266666666666666
China-2025-05-05-escalation-peak_subscore,China,2025-05-05,escalation,all,peak_subscore,61.6
China-2025-05-05-escalation-intensity_subscore,China,2025-05-05,escalation,all,intensity_subscore,53.9
China-2025-05-05-tension-protest_subscore,China,2025-05-05,tension,na,protest_subscore,51.7
China-2025-05-05-tension-crisis_subscore,China,2025-05-05,tension,na,crisis_subscore,60.0
China-2025-05-05-tension-negativity_subscore,China,2025-05-05,tension,na,negativity_subscore,53.0
China-2025-05-06-escalation-internal_dynamics_subscore,China,2025-05-06,escalation,internal,internal_dynamics_subscore,49.800000000000004
China-2025-05-06-escalation-external_dynamics_subscore,China,2025-05-06,escalation,external,external_dynamics_subscore,60.53333333333333
China-2025-05-06-escalation-peak_subscore,China,2025-05-06,escalation,all,peak_subscore,61.7
China-2025-05-06-escalation-intensity_subscore,China,2025-05-06,escalation,all,intensity_subscore,55.16666666666667
China-2025-05-06-tension-protest_subscore,China,2025-05-06,tension,na,protest_subscore,53.1
China-2025-05-06-tension-crisis_subscore,China,2025-05-06,tension,na,crisis_subscore,59.4
China-2025-05-06-tension-negativity_subscore,China,2025-05-06,tension,na,negativity_subscore,56.2
China-2025-05-07-escalation-internal_dynamics_subscore,China,2025-05-07,escalation,internal,internal_dynamics_subscore,49.733333333333334
China-2025-05-07-escalation-external_dynamics_subscore,China,2025-05-07,escalation,external,external_dynamics_subscore,60.93333333333334
China-2025-05-07-escalation-peak_subscore,China,2025-05-07,escalation,all,peak_subscore,62.5
China-2025-05-07-escalation-intensity_subscore,China,2025-05-07,escalation,all,intensity_subscore,55.333333333333336
China-2025-05-07-tension-protest_subscore,China,2025-05-07,tension,na,protest_subscore,56.4
China-2025-05-07-tension-crisis_subscore,China,2025-05-07,tension,na,crisis_subscore,61.5
China-2025-05-07-tension-negativity_subscore,China,2025-05-07,tension,na,negativity_subscore,56.7
China-2025-05-08-escalation-internal_dynamics_subscore,China,2025-05-08,escalation,internal,internal_dynamics_subscore,50.8
China-2025-05-08-escalation-external_dynamics_subscore,China,2025-05-08,escalation,external,external_dynamics_subscore,61.53333333333333
China-2025-05-08-escalation-peak_subscore,China,2025-05-08,escalation,all,peak_subscore,61.8
China-2025-05-08-escalation-intensity_subscore,China,2025-05-08,escalation,all,intensity_subscore,56.166666666666664
China-2025-05-08-tension-protest_subscore,China,2025-05-08,tension,na,protest_subscore,56.2
China-2025-05-08-tension-crisis_subscore,China,2025-05-08,tension,na,crisis_subscore,60.5
China-2025-05-08-tension-negativity_subscore,China,2025-05-08,tension,na,negativity_subscore,60.5
China-2025-05-09-escalation-internal_dynamics_subscore,China,2025-05-09,escalation,internal,internal_dynamics_subscore,51.300000000000004
China-2025-05-09-escalation-external_dynamics_subscore,China,2025-05-09,escalation,external,external_dynamics_subscore,60.233333333333334
China-2025-05-09-escalation-peak_subscore,China,2025-05-09,escalation,all,peak_subscore,61.6
China-2025-05-09-escalation-intensity_subscore,China,2025-05-09,escalation,all,intensity_subscore,55.766666666666666
China-2025-05-09-tension-protest_subscore,China,2025-05-09,tension,na,protest_subscore,56.1
China-2025-05-09-tension-crisis_subscore,China,2025-05-09,tension,na,crisis_subscore,62.8
China-2025-05-09-tension-negativity_subscore,China,2025-05-09,tension,na,negativity_subscore,56.5
China-2025-05-10-escalation-internal_dynamics_subscore,China,2025-05-10,escalation,internal,internal_dynamics_subscore,48.86666666666667
China-2025-05-10-escalation-external_dynamics_subscore,China,2025-05-10,escalation,external,external_dynamics_subscore,58.36666666666667
China-2025-05-10-escalation-peak_subscore,China,2025-05-10,escalation,all,peak_subscore,59.7
China-2025-05-10-escalation-intensity_subscore,China,2025-05-10,escalation,all,intensity_subscore,53.61666666666667
China-2025-05-10-tension-protest_subscore,China,2025-05-10,tension,na,protest_subscore,53.8
China-2025-05-10-tension-crisis_subscore,China,2025-05-10,tension,na,crisis_subscore,59.3
China-2025-05-10-tension-negativity_subscore,China,2025-05-10,tension,na,negativity_subscore,58.0
China-2025-05-11-escalation-internal_dynamics_subscore,China,2025-05-11,escalation,internal,internal_dynamics_subscore,47.8
China-2025-05-11-escalation-external_dynamics_subscore,China,2025-05-11,escalation,external,external_dynamics_subscore,58.2
China-2025-05-11-escalation-peak_subscore,China,2025-05-11,escalation,all,peak_subscore,59.6
China-2025-05-11-escalation-intensity_subscore,China,2025-05-11,escalation,all,intensity_subscore,53.0
China-2025-05-11-tension-protest_subscore,China,2025-05-11,tension,na,protest_subscore,51.1
China-2025-05-11-tension-crisis_subscore,China,2025-05-11,tension,na,crisis_subscore,58.3
China-2025-05-11-tension-negativity_subscore,China,2025-05-11,tension,na,negativity_subscore,56.2
China-2025-05-12-escalation-internal_dynamics_subscore,China,2025-05-12,escalation,internal,internal_dynamics_subscore,47.43333333333333
China-2025-05-12-escalation-external_dynamics_subscore,China,2025-05-12,escalation,external,external_dynamics_subscore,60.06666666666666
China-2025-05-12-escalation-peak_subscore,China,2025-05-12,escalation,all,peak_subscore,62.3
China-2025-05-12-escalation-intensity_subscore,China,2025-05-12,escalation,all,intensity_subscore,53.75
China-2025-05-12-tension-protest_subscore,China,2025-05-12,tension,na,protest_subscore,54.2
China-2025-05-12-tension-crisis_subscore,China,2025-05-12,tension,na,crisis_subscore,59.9
China-2025-05-12-tension-negativity_subscore,China,2025-05-12,tension,na,negativity_subscore,56.3
China-2025-05-13-escalation-internal_dynamics_subscore,China,2025-05-13,escalation,internal,internal_dynamics_subscore,48.93333333333333
China-2025-05-13-escalation-external_dynamics_subscore,China,2025-05-13,escalation,external,external_dynamics_subscore,60.46666666666667
China-2025-05-13-escalation-peak_subscore,China,2025-05-13,escalation,all,peak_subscore,62.3
China-2025-05-13-escalation-intensity_subscore,China,2025-05-13,escalation,all,intensity_subscore,54.7
China-2025-05-13-tension-protest_subscore,China,2025-05-13,tension,na,protest_subscore,56.2
China-2025-05-13-tension-crisis_subscore,China,2025-05-13,tension,na,crisis_subscore,60.0
China-2025-05-13-tension-negativity_subscore,China,2025-05-13,tension,na,negativity_subscore,57.4
China-2025-05-14-escalation-internal_dynamics_subscore,China,2025-05-14,escalation,internal,internal_dynamics_subscore,52.733333333333334
China-2025-05-14-escalation-external_dynamics_subscore,China,2025-05-14,escalation,external,external_dynamics_subscore,61.5
China-2025-05-14-escalation-peak_subscore,China,2025-05-14,escalation,all,peak_subscore,62.2
China-2025-05-14-escalation-intensity_subscore,China,2025-05-14,escalation,all,intensity_subscore,57.11666666666667
China-2025-05-14-tension-protest_subscore,China,2025-05-14,tension,na,protest_subscore,57.5
China-2025-05-14-tension-crisis_subscore,China,2025-05-14,tension,na,crisis_subscore,60.7
China-2025-05-14-tension-negativity_subscore,China,2025-05-14,tension,na,negativity_subscore,56.9
China-2025-05-15-escalation-internal_dynamics_subscore,China,2025-05-15,escalation,internal,internal_dynamics_subscore,52.233333333333334
China-2025-05-15-escalation-external_dynamics_subscore,China,2025-05-15,escalation,external,external_dynamics_subscore,61.766666666666666
China-2025-05-15-escalation-peak_subscore,China,2025-05-15,escalation,all,peak_subscore,63.4
China-2025-05-15-escalation-intensity_subscore,China,2025-05-15,escalation,all,intensity_subscore,57.0
China-2025-05-15-tension-protest_subscore,China,2025-05-15,tension,na,protest_subscore,55.8
China-2025-05-15-tension-crisis_subscore,China,2025-05-15,tension,na,crisis_subscore,60.9
China-2025-05-15-tension-negativity_subscore,China,2025-05-15,tension,na,negativity_subscore,57.2
China-2025-05-16-escalation-internal_dynamics_subscore,China,2025-05-16,escalation,internal,internal_dynamics_subscore,51.300000000000004
China-2025-05-16-escalation-external_dynamics_subscore,China,2025-05-16,escalation,external,external_dynamics_subscore,58.96666666666667
China-2025-05-16-escalation-peak_subscore,China,2025-05-16,escalation,all,peak_subscore,59.9
China-2025-05-16-escalation-intensity_subscore,China,2025-05-16,escalation,all,intensity_subscore,55.13333333333334
China-2025-05-16-tension-protest_subscore,China,2025-05-16,tension,na,protest_subscore,54.9
China-2025-05-16-tension-crisis_subscore,China,2025-05-16,tension,na,crisis_subscore,59.5
China-2025-05-16-tension-negativity_subscore,China,2025-05-16,tension,na,negativity_subscore,58.7
China-2025-05-17-escalation-internal_dynamics_subscore,China,2025-05-17,escalation,internal,internal_dynamics_subscore,50.199999999999996
China-2025-05-17-escalation-external_dynamics_subscore,China,2025-05-17,escalation,external,external_dynamics_subscore,59.1
China-2025-05-17-escalation-peak_subscore,China,2025-05-17,escalation,all,peak_subscore,60.8
China-2025-05-17-escalation-intensity_subscore,China,2025-05-17,escalation,all,intensity_subscore,54.65
China-2025-05-17-tension-protest_subscore,China,2025-05-17,tension,na,protest_subscore,52.0
China-2025-05-17-tension-crisis_subscore,China,2025-05-17,tension,na,crisis_subscore,61.4
China-2025-05-17-tension-negativity_subscore,China,2025-05-17,tension,na,negativity_subscore,58.7
China-2025-05-18-escalation-internal_dynamics_subscore,China,2025-05-18,escalation,internal,internal_dynamics_subscore,47.733333333333334
China-2025-05-18-escalation-external_dynamics_subscore,China,2025-05-18,escalation,external,external_dynamics_subscore,60.6
China-2025-05-18-escalation-peak_subscore,China,2025-05-18,escalation,all,peak_subscore,62.0
China-2025-05-18-escalation-intensity_subscore,China,2025-05-18,escalation,all,intensity_subscore,54.16666666666667
China-2025-05-18-tension-protest_subscore,China,2025-05-18,tension,na,protest_subscore,51.0
China-2025-05-18-tension-crisis_subscore,China,2025-05-18,tension,na,crisis_subscore,58.1
China-2025-05-18-tension-negativity_subscore,China,2025-05-18,tension,na,negativity_subscore,57.1
China-2025-05-19-escalation-internal_dynamics_subscore,China,2025-05-19,escalation,internal,internal_dynamics_subscore,48.6
China-2025-05-19-escalation-external_dynamics_subscore,China,2025-05-19,escalation,external,external_dynamics_subscore,58.03333333333333
China-2025-05-19-escalation-peak_subscore,China,2025-05-19,escalation,all,peak_subscore,59.4
China-2025-05-19-escalation-intensity_subscore,China,2025-05-19,escalation,all,intensity_subscore,53.31666666666666
China-2025-05-19-tension-protest_subscore,China,2025-05-19,tension,na,protest_subscore,54.6
China-2025-05-19-tension-crisis_subscore,China,2025-05-19,tension,na,crisis_subscore,58.4
China-2025-05-19-tension-negativity_subscore,China,2025-05-19,tension,na,negativity_subscore,53.9
China-2025-05-20-escalation-internal_dynamics_subscore,China,2025-05-20,escalation,internal,internal_dynamics_subscore,49.5
China-2025-05-20-escalation-external_dynamics_subscore,China,2025-05-20,escalation,external,external_dynamics_subscore,59.2
China-2025-05-20-escalation-peak_subscore,China,2025-05-20,escalation,all,peak_subscore,60.0
China-2025-05-20-escalation-intensity_subscore,China,2025-05-20,escalation,all,intensity_subscore,54.35
China-2025-05-20-tension-protest_subscore,China,2025-05-20,tension,na,protest_subscore,54.1
China-2025-05-20-tension-crisis_subscore,China,2025-05-20,tension,na,crisis_subscore,58.2
China-2025-05-20-tension-negativity_subscore,China,2025-05-20,tension,na,negativity_subscore,54.8
China-2025-05-21-escalation-internal_dynamics_subscore,China,2025-05-21,escalation,internal,internal_dynamics_subscore,52.4
China-2025-05-21-escalation-external_dynamics_subscore,China,2025-05-21,escalation,external,external_dynamics_subscore,59.233333333333334
China-2025-05-21-escalation-peak_subscore,China,2025-05-21,escalation,all,peak_subscore,59.3
China-2025-05-21-escalation-intensity_subscore,China,2025-05-21,escalation,all,intensity_subscore,55.81666666666666
China-2025-05-21-tension-protest_subscore,China,2025-05-21,tension,na,protest_subscore,56.4
China-2025-05-21-tension-crisis_subscore,China,2025-05-21,tension,na,crisis_subscore,61.2
China-2025-05-21-tension-negativity_subscore,China,2025-05-21,tension,na,negativity_subscore,57.9
China-2025-05-22-escalation-internal_dynamics_subscore,China,2025-05-22,escalation,internal,internal_dynamics_subscore,52.733333333333334
China-2025-05-22-escalation-external_dynamics_subscore,China,2025-05-22,escalation,external,external_dynamics_subscore,60.83333333333333
China-2025-05-22-escalation-peak_subscore,China,2025-05-22,escalation,all,peak_subscore,61.3
China-2025-05-22-escalation-intensity_subscore,China,2025-05-22,escalation,all,intensity_subscore,56.78333333333333
China-2025-05-22-tension-protest_subscore,China,2025-05-22,tension,na,protest_subscore,54.7
China-2025-05-22-tension-crisis_subscore,China,2025-05-22,tension,na,crisis_subscore,60.7
China-2025-05-22-tension-negativity_subscore,China,2025-05-22,tension,na,negativity_subscore,59.1
China-2025-05-23-escalation-internal_dynamics_subscore,China,2025-05-23,escalation,internal,internal_dynamics_subscore,50.36666666666667
China-2025-05-23-escalation-external_dynamics_subscore,China,2025-05-23,escalation,external,external_dynamics_subscore,60.0
China-2025-05-23-escalation-peak_subscore,China,2025-05-23,escalation,all,peak_subscore,61.4
China-2025-05-23-escalation-intensity_subscore,China,2025-05-23,escalation,all,intensity_subscore,55.18333333333334
China-2025-05-23-tension-protest_subscore,China,2025-05-23,tension,na,protest_subscore,53.1
China-2025-05-23-tension-crisis_subscore,China,2025-05-23,tension,na,crisis_subscore,59.0
China-2025-05-23-tension-negativity_subscore,China,2025-05-23,tension,na,negativity_subscore,58.6
China-2025-05-24-escalation-internal_dynamics_subscore,China,2025-05-24,escalation,internal,internal_dynamics_subscore,48.9
China-2025-05-24-escalation-external_dynamics_subscore,China,2025-05-24,escalation,external,external_dynamics_subscore,60.699999999999996
China-2025-05-24-escalation-peak_subscore,China,2025-05-24,escalation,all,peak_subscore,62.4
China-2025-05-24-escalation-intensity_subscore,China,2025-05-24,escalation,all,intensity_subscore,54.8
China-2025-05-24-tension-protest_subscore,China,2025-05-24,tension,na,protest_subscore,50.5
China-2025-05-24-tension-crisis_subscore,China,2025-05-24,tension,na,crisis_subscore,56.3
China-2025-05-24-tension-negativity_subscore,China,2025-05-24,tension,na,negativity_subscore,53.5
China-2025-05-25-escalation-internal_dynamics_subscore,China,2025-05-25,escalation,internal,internal_dynamics_subscore,45.833333333333336
China-2025-05-25-escalation-external_dynamics_subscore,China,2025-05-25,escalation,external,external_dynamics_subscore,60.333333333333336
China-2025-05-25-escalation-peak_subscore,China,2025-05-25,escalation,all,peak_subscore,61.7
China-2025-05-25-escalation-intensity_subscore,China,2025-05-25,escalation,all,intensity_subscore,53.083333333333336
China-2025-05-25-tension-protest_subscore,China,2025-05-25,tension,na,protest_subscore,50.8
China-2025-05-25-tension-crisis_subscore,China,2025-05-25,tension,na,crisis_subscore,58.4
China-2025-05-25-tension-negativity_subscore,China,2025-05-25,tension,na,negativity_subscore,53.8
China-2025-05-26-escalation-internal_dynamics_subscore,China,2025-05-26,escalation,internal,internal_dynamics_subscore,46.0
China-2025-05-26-escalation-external_dynamics_subscore,China,2025-05-26,escalation,external,external_dynamics_subscore,59.93333333333334
China-2025-05-26-escalation-peak_subscore,China,2025-05-26,escalation,all,peak_subscore,60.5
China-2025-05-26-escalation-intensity_subscore,China,2025-05-26,escalation,all,intensity_subscore,52.96666666666667
China-2025-05-26-tension-protest_subscore,China,2025-05-26,tension,na,protest_subscore,51.2
China-2025-05-26-tension-crisis_subscore,China,2025-05-26,tension,na,crisis_subscore,55.1
China-2025-05-26-tension-negativity_subscore,China,2025-05-26,tension,na,negativity_subscore,56.3
China-2025-05-27-escalation-internal_dynamics_subscore,China,2025-05-27,escalation,internal,internal_dynamics_subscore,49.266666666666666
China-2025-05-27-escalation-external_dynamics_subscore,China,2025-05-27,escalation,external,external_dynamics_subscore,61.06666666666667
China-2025-05-27-escalation-peak_subscore,China,2025-05-27,escalation,all,peak_subscore,62.7
China-2025-05-27-escalation-intensity_subscore,China,2025-05-27,escalation,all,intensity_subscore,55.16666666666667
China-2025-05-27-tension-protest_subscore,China,2025-05-27,tension,na,protest_subscore,51.5
China-2025-05-27-tension-crisis_subscore,China,2025-05-27,tension,na,crisis_subscore,60.4
China-2025-05-27-tension-negativity_subscore,China,2025-05-27,tension,na,negativity_subscore,55.9
China-2025-05-28-escalation-internal_dynamics_subscore,China,2025-05-28,escalation,internal,internal_dynamics_subscore,50.03333333333333
China-2025-05-28-escalation-external_dynamics_subscore,China,2025-05-28,escalation,external,external_dynamics_subscore,59.46666666666667
China-2025-05-28-escalation-peak_subscore,China,2025-05-28,escalation,all,peak_subscore,62.1
China-2025-05-28-escalation-intensity_subscore,China,2025-05-28,escalation,all,intensity_subscore,54.75
China-2025-05-28-tension-protest_subscore,China,2025-05-28,tension,na,protest_subscore,54.8
China-2025-05-28-tension-crisis_subscore,China,2025-05-28,tension,na,crisis_subscore,62.5
China-2025-05-28-tension-negativity_subscore,China,2025-05-28,tension,na,negativity_subscore,57.3
China-2025-05-29-escalation-internal_dynamics_subscore,China,2025-05-29,escalation,internal,internal_dynamics_subscore,50.233333333333334
China-2025-05-29-escalation-external_dynamics_subscore,China,2025-05-29,escalation,external,external_dynamics_subscore,59.2
China-2025-05-29-escalation-peak_subscore,China,2025-05-29,escalation,all,peak_subscore,60.8
China-2025-05-29-escalation-intensity_subscore,China,2025-05-29,escalation,all,intensity_subscore,54.71666666666667
China-2025-05-29-tension-protest_subscore,China,2025-05-29,tension,na,protest_subscore,55.2
China-2025-05-29-tension-crisis_subscore,China,2025-05-29,tension,na,crisis_subscore,61.6
China-2025-05-29-tension-negativity_subscore,China,2025-05-29,tension,na,negativity_subscore,58.7
China-2025-05-30-escalation-internal_dynamics_subscore,China,2025-05-30,escalation,internal,internal_dynamics_subscore,51.233333333333334
China-2025-05-30-escalation-external_dynamics_subscore,China,2025-05-30,escalation,external,external_dynamics_subscore,58.766666666666666
China-2025-05-30-escalation-peak_subscore,China,2025-05-30,escalation,all,peak_subscore,59.5
China-2025-05-30-escalation-intensity_subscore,China,2025-05-30,escalation,all,intensity_subscore,55.0
China-2025-05-30-tension-protest_subscore,China,2025-05-30,tension,na,protest_subscore,55.1
China-2025-05-30-tension-crisis_subscore,China,2025-05-30,tension,na,crisis_subscore,57.8
China-2025-05-30-tension-negativity_subscore,China,2025-05-30,tension,na,negativity_subscore,54.3
China-2025-05-31-escalation-internal_dynamics_subscore,China,2025-05-31,escalation,internal,internal_dynamics_subscore,48.03333333333333
China-2025-05-31-escalation-external_dynamics_subscore,China,2025-05-31,escalation,external,external_dynamics_subscore,59.56666666666667
China-2025-05-31-escalation-peak_subscore,China,2025-05-31,escalation,all,peak_subscore,60.6
China-2025-05-31-escalation-intensity_subscore,China,2025-05-31,escalation,all,intensity_subscore,53.8
China-2025-05-31-tension-protest_subscore,China,2025-05-31,tension,na,protest_subscore,53.7
China-2025-05-31-tension-crisis_subscore,China,2025-05-31,tension,na,crisis_subscore,59.1
